workgroup1,tote_0,beauty,155.0,100.0,210.0,0.0,0.0,0.0
workgroup1,tote_0,beauty,155.0,100.0,210.0,155.0,0.0,0.0
workgroup1,tote_0,beauty,155.0,100.0,210.0,0.0,210.0,0.0
workgroup1,tote_0,beauty,155.0,100.0,210.0,0.0,0.0,100.0
workgroup1,tote_0,beauty,155.0,100.0,210.0,155.0,210.0,0.0
workgroup1,tote_0,beauty,155.0,100.0,210.0,155.0,0.0,100.0
workgroup1,tote_0,beauty,155.0,100.0,210.0,0.0,210.0,100.0
workgroup1,tote_0,beauty,155.0,100.0,210.0,155.0,210.0,100.0
workgroup1,tote_1,beauty,155.0,100.0,210.0,0.0,0.0,0.0
workgroup1,tote_1,beauty,155.0,100.0,210.0,155.0,0.0,0.0
workgroup1,tote_1,beauty,155.0,100.0,210.0,0.0,210.0,0.0
workgroup1,tote_1,beauty,155.0,100.0,210.0,0.0,0.0,100.0
workgroup1,tote_1,beauty,155.0,100.0,210.0,155.0,210.0,0.0
workgroup1,tote_1,beauty,155.0,100.0,210.0,155.0,0.0,100.0
workgroup1,tote_1,beauty,155.0,100.0,210.0,0.0,210.0,100.0
workgroup1,tote_1,beauty,155.0,100.0,210.0,155.0,210.0,100.0
workgroup1,tote_2,beauty,155.0,100.0,210.0,0.0,0.0,0.0
workgroup1,tote_2,beauty,155.0,100.0,210.0,155.0,0.0,0.0
workgroup1,tote_2,beauty,155.0,100.0,210.0,0.0,210.0,0.0
workgroup1,tote_2,beauty,155.0,100.0,210.0,0.0,0.0,100.0
workgroup1,tote_2,beauty,155.0,100.0,210.0,155.0,210.0,0.0
workgroup1,tote_2,beauty,155.0,100.0,210.0,155.0,0.0,100.0
workgroup1,tote_2,beauty,155.0,100.0,210.0,0.0,210.0,100.0
workgroup1,tote_2,beauty,155.0,100.0,210.0,155.0,210.0,100.0
workgroup2,tote_0,household,160.0,130.0,200.0,0.0,0.0,0.0
workgroup2,tote_0,household,160.0,130.0,200.0,160.0,0.0,0.0
workgroup2,tote_0,household,160.0,130.0,200.0,0.0,200.0,0.0
workgroup2,tote_0,household,160.0,130.0,200.0,160.0,200.0,0.0
workgroup2,tote_1,household,160.0,130.0,200.0,0.0,0.0,0.0
workgroup2,tote_1,household,160.0,130.0,200.0,160.0,0.0,0.0
workgroup2,tote_1,household,160.0,130.0,200.0,0.0,200.0,0.0
workgroup2,tote_1,household,160.0,130.0,200.0,160.0,200.0,0.0
workgroup2,tote_2,household,160.0,130.0,200.0,0.0,0.0,0.0
workgroup2,tote_2,household,160.0,130.0,200.0,160.0,0.0,0.0
workgroup2,tote_2,household,160.0,130.0,200.0,0.0,200.0,0.0
workgroup2,tote_2,household,160.0,130.0,200.0,160.0,200.0,0.0
workgroup2,tote_3,household,160.0,130.0,200.0,0.0,0.0,0.0
workgroup2,tote_3,household,160.0,130.0,200.0,160.0,0.0,0.0
workgroup3,tote_0,household,160.0,130.0,200.0,0.0,0.0,0.0
workgroup3,tote_0,household,160.0,130.0,200.0,160.0,0.0,0.0
workgroup3,tote_0,household,160.0,130.0,200.0,0.0,200.0,0.0
workgroup3,tote_0,household,160.0,130.0,200.0,160.0,200.0,0.0
workgroup3,tote_1,household,160.0,130.0,200.0,0.0,0.0,0.0
workgroup3,tote_1,household,160.0,130.0,200.0,160.0,0.0,0.0
workgroup3,tote_1,household,160.0,130.0,200.0,0.0,200.0,0.0
workgroup3,tote_1,household,160.0,130.0,200.0,160.0,200.0,0.0
workgroup3,tote_2,household,160.0,130.0,200.0,0.0,0.0,0.0
workgroup3,tote_2,household,160.0,130.0,200.0,160.0,0.0,0.0
workgroup3,tote_2,household,160.0,130.0,200.0,0.0,200.0,0.0
workgroup4,tote_0,beauty,155.0,100.0,210.0,0.0,0.0,0.0
workgroup4,tote_0,beauty,155.0,100.0,210.0,155.0,0.0,0.0
workgroup4,tote_0,beauty,155.0,100.0,210.0,0.0,210.0,0.0
workgroup4,tote_0,beauty,155.0,100.0,210.0,0.0,0.0,100.0
workgroup4,tote_0,beauty,155.0,100.0,210.0,155.0,210.0,0.0
workgroup4,tote_0,beauty,155.0,100.0,210.0,155.0,0.0,100.0
workgroup4,tote_0,beauty,155.0,100.0,210.0,0.0,210.0,100.0
workgroup4,tote_0,beauty,155.0,100.0,210.0,155.0,210.0,100.0
workgroup4,tote_1,beauty,155.0,100.0,210.0,0.0,0.0,0.0
workgroup4,tote_1,beauty,155.0,100.0,210.0,155.0,0.0,0.0
workgroup4,tote_1,beauty,155.0,100.0,210.0,0.0,210.0,0.0
workgroup4,tote_1,beauty,155.0,100.0,210.0,0.0,0.0,100.0
workgroup4,tote_1,household,160.0,130.0,200.0,155.0,210.0,0.0
workgroup4,tote_2,household,160.0,130.0,200.0,0.0,0.0,0.0
workgroup4,tote_2,household,160.0,130.0,200.0,160.0,0.0,0.0
workgroup4,tote_2,household,160.0,130.0,200.0,0.0,200.0,0.0
workgroup4,tote_2,household,160.0,130.0,200.0,160.0,200.0,0.0
workgroup4,tote_3,household,160.0,130.0,200.0,0.0,0.0,0.0
workgroup4,tote_3,household,160.0,130.0,200.0,160.0,0.0,0.0
workgroup4,tote_3,household,160.0,130.0,200.0,0.0,200.0,0.0
workgroup4,tote_3,household,160.0,130.0,200.0,160.0,200.0,0.0
workgroup4,tote_4,household,160.0,130.0,200.0,0.0,0.0,0.0
workgroup4,tote_4,household,160.0,130.0,200.0,160.0,0.0,0.0
