772,tote_0,82,50.0,50.0,220.0,0.0,0.0,0.0
772,tote_0,82,50.0,50.0,220.0,50.0,0.0,0.0
772,tote_0,82,50.0,50.0,220.0,0.0,220.0,0.0
772,tote_0,37,40.0,40.0,120.0,0.0,0.0,50.0
772,tote_0,37,40.0,40.0,120.0,100.0,0.0,0.0
772,tote_0,16,110.0,110.0,130.0,50.0,220.0,0.0
772,tote_0,16,110.0,110.0,130.0,50.0,0.0,50.0
773,tote_0,85,150.0,25.0,240.0,0.0,0.0,0.0
774,tote_0,93,150.0,20.0,230.0,0.0,0.0,0.0
775,tote_0,88,150.0,20.0,230.0,0.0,0.0,0.0
776,tote_0,77,150.0,20.0,210.0,0.0,0.0,0.0
777,tote_0,47,110.0,60.0,235.0,0.0,0.0,0.0
777,tote_0,47,110.0,60.0,235.0,110.0,0.0,0.0
777,tote_0,56,170.0,110.0,180.0,0.0,235.0,0.0
777,tote_0,56,170.0,110.0,180.0,0.0,0.0,60.0
777,tote_0,16,110.0,110.0,130.0,220.0,0.0,0.0
777,tote_0,16,110.0,110.0,130.0,110.0,235.0,0.0
777,tote_0,81,40.0,20.0,220.0,110.0,0.0,60.0
777,tote_0,81,40.0,20.0,220.0,170.0,235.0,0.0
777,tote_0,35,80.0,80.0,100.0,0.0,235.0,110.0
777,tote_0,35,80.0,80.0,100.0,170.0,0.0,60.0
777,tote_0,35,80.0,80.0,100.0,0.0,180.0,60.0
778,tote_0,25,140.0,20.0,300.0,0.0,0.0,0.0
778,tote_0,25,140.0,20.0,300.0,140.0,0.0,0.0
778,tote_0,25,300.0,20.0,140.0,0.0,300.0,0.0
778,tote_0,25,140.0,20.0,300.0,0.0,0.0,20.0
778,tote_0,81,40.0,20.0,220.0,280.0,0.0,0.0
778,tote_0,81,220.0,20.0,40.0,140.0,300.0,0.0
778,tote_0,81,40.0,20.0,220.0,140.0,0.0,20.0
778,tote_0,81,220.0,20.0,40.0,0.0,440.0,0.0
778,tote_0,81,220.0,20.0,40.0,0.0,300.0,20.0
778,tote_0,56,170.0,110.0,180.0,0.0,0.0,40.0
778,tote_0,56,170.0,110.0,180.0,140.0,300.0,20.0
778,tote_0,56,170.0,110.0,180.0,180.0,0.0,20.0
778,tote_0,56,170.0,110.0,180.0,140.0,220.0,20.0
778,tote_0,56,170.0,110.0,180.0,140.0,0.0,40.0
779,tote_0,54,150.0,80.0,150.0,0.0,0.0,0.0
779,tote_0,54,150.0,80.0,150.0,150.0,0.0,0.0
779,tote_0,54,150.0,80.0,150.0,0.0,150.0,0.0
779,tote_0,57,170.0,110.0,180.0,0.0,0.0,80.0
779,tote_0,57,170.0,110.0,180.0,150.0,150.0,0.0
779,tote_0,49,50.0,40.0,150.0,300.0,0.0,0.0
779,tote_0,49,50.0,40.0,150.0,150.0,0.0,80.0
780,tote_0,35,80.0,80.0,100.0,0.0,0.0,0.0
780,tote_0,35,80.0,80.0,100.0,80.0,0.0,0.0
780,tote_0,35,80.0,80.0,100.0,0.0,100.0,0.0
781,tote_0,75,130.0,50.0,130.0,0.0,0.0,0.0
781,tote_0,75,130.0,50.0,130.0,130.0,0.0,0.0
781,tote_0,66,60.0,60.0,180.0,0.0,130.0,0.0
781,tote_0,66,60.0,60.0,180.0,0.0,0.0,50.0
781,tote_0,66,60.0,60.0,180.0,260.0,0.0,0.0
781,tote_0,80,50.0,50.0,220.0,130.0,130.0,0.0
781,tote_0,80,50.0,50.0,220.0,130.0,0.0,50.0
782,tote_0,37,40.0,40.0,120.0,0.0,0.0,0.0
782,tote_0,37,40.0,40.0,120.0,40.0,0.0,0.0
782,tote_0,73,50.0,40.0,120.0,0.0,120.0,0.0
782,tote_0,73,50.0,40.0,120.0,0.0,0.0,40.0
783,tote_0,16,110.0,110.0,130.0,0.0,0.0,0.0
783,tote_0,52,60.0,50.0,240.0,110.0,0.0,0.0
783,tote_0,52,60.0,50.0,240.0,0.0,130.0,0.0
784,tote_0,5,110.0,50.0,280.0,0.0,0.0,0.0
785,tote_0,96,140.0,90.0,140.0,0.0,0.0,0.0
785,tote_0,96,140.0,90.0,140.0,140.0,0.0,0.0
785,tote_0,19,40.0,40.0,130.0,0.0,140.0,0.0
786,tote_0,25,140.0,20.0,300.0,0.0,0.0,0.0
786,tote_0,25,140.0,20.0,300.0,140.0,0.0,0.0
786,tote_0,4,250.0,40.0,100.0,0.0,300.0,0.0
787,tote_0,53,70.0,40.0,220.0,0.0,0.0,0.0
787,tote_0,53,70.0,40.0,220.0,70.0,0.0,0.0
787,tote_0,2,100.0,40.0,150.0,0.0,220.0,0.0
788,tote_0,13,160.0,10.0,200.0,0.0,0.0,0.0
788,tote_0,13,160.0,10.0,200.0,160.0,0.0,0.0
788,tote_0,13,160.0,10.0,200.0,0.0,200.0,0.0
788,tote_0,56,170.0,110.0,180.0,0.0,0.0,10.0
788,tote_0,56,170.0,110.0,180.0,160.0,200.0,0.0
788,tote_0,80,50.0,50.0,220.0,320.0,0.0,0.0
788,tote_0,80,50.0,50.0,220.0,160.0,0.0,10.0
789,tote_0,2,100.0,40.0,150.0,0.0,0.0,0.0
789,tote_0,2,100.0,40.0,150.0,100.0,0.0,0.0
789,tote_0,2,100.0,40.0,150.0,0.0,150.0,0.0
789,tote_0,77,150.0,20.0,210.0,0.0,0.0,40.0
789,tote_0,77,150.0,20.0,210.0,200.0,0.0,0.0
789,tote_0,91,140.0,15.0,200.0,100.0,150.0,0.0
789,tote_0,91,140.0,15.0,200.0,100.0,0.0,40.0
789,tote_0,91,200.0,15.0,140.0,0.0,300.0,0.0
790,tote_0,89,120.0,10.0,190.0,0.0,0.0,0.0
790,tote_0,89,120.0,10.0,190.0,120.0,0.0,0.0
790,tote_0,92,150.0,15.0,220.0,0.0,190.0,0.0
790,tote_0,92,150.0,15.0,220.0,0.0,0.0,10.0
790,tote_0,92,150.0,15.0,220.0,120.0,190.0,0.0
790,tote_0,65,100.0,20.0,130.0,240.0,0.0,0.0
790,tote_0,65,100.0,20.0,130.0,120.0,0.0,10.0
790,tote_0,65,100.0,20.0,130.0,150.0,190.0,0.0
791,tote_0,100,110.0,1.0,180.0,0.0,0.0,0.0
791,tote_0,100,110.0,1.0,180.0,110.0,0.0,0.0
791,tote_0,56,170.0,110.0,180.0,0.0,180.0,0.0
791,tote_0,56,170.0,110.0,180.0,0.0,0.0,1.0
791,tote_0,56,170.0,110.0,180.0,110.0,180.0,0.0
792,tote_0,69,50.0,50.0,140.0,0.0,0.0,0.0
792,tote_0,69,50.0,50.0,140.0,50.0,0.0,0.0
792,tote_0,48,80.0,40.0,150.0,0.0,140.0,0.0
792,tote_0,48,80.0,40.0,150.0,0.0,0.0,50.0
792,tote_0,48,80.0,40.0,150.0,100.0,0.0,0.0
792,tote_0,15,120.0,20.0,260.0,50.0,140.0,0.0
792,tote_0,15,120.0,20.0,260.0,50.0,0.0,50.0
793,tote_0,97,90.0,90.0,110.0,0.0,0.0,0.0
793,tote_0,97,90.0,90.0,110.0,90.0,0.0,0.0
793,tote_0,97,90.0,90.0,110.0,0.0,110.0,0.0
793,tote_0,98,90.0,90.0,110.0,0.0,0.0,90.0
793,tote_0,98,90.0,90.0,110.0,180.0,0.0,0.0
793,tote_0,78,70.0,60.0,160.0,90.0,110.0,0.0
793,tote_0,78,70.0,60.0,160.0,90.0,0.0,90.0
793,tote_0,78,70.0,60.0,160.0,0.0,220.0,0.0
794,tote_0,25,140.0,20.0,300.0,0.0,0.0,0.0
